index,0
423,看 完 感觉   二舅   其实 选择   不 想要 现在 生活   无奈   委屈   现实 中 很多 没法 选择   二舅   生活 不易   祝好   爱心 
424,听 课文 感觉 doge 
425,希望 大家 都 上 二舅 生活 call call 
426,人生 拥有 无限 可能 ~ ~ ~ 
427,希望 二舅 治愈 人 上 二舅 生活 call 
428,希望 喜欢 二舅 未来 都 拥有 二舅 生活 ? 
429,二舅 视频 一面镜子 体会 一下 呲 牙 
 
 身边 人 几乎 都 会 看一看 照一照 每个 人 看到 都 不 感觉 社会 百态 人生 百态 二舅 视频 镜子 显露出来 呲 牙 
430,老师 推荐 来看   同情 佩服 大哭 大哭 
431,up 之前 猿 辅导 里 那位 姓 唐 历史 老师 现在 都 大三 大哭 
432,其实 在生活中   身边 真有 好多 二舅   学习 生活 准则 
433,很 难 不 一键 三连 大哭 
434,一键 三连 支持 
435,想到 大姨 大哭 
436,二舅 人生   真的 乐观 积极   不 抱怨   call 
437,投币 希望 up 好好 对待 姥姥 二舅 
438,诗词 天地 了不起 二舅 
439,真的 感动 看到 up 原来 高中 老师 谢谢 老师 教授 人性 光亮 希望 二舅 姥姥 未来 都 好 
440,希望 帮助 二舅 改善生活 姥姥 谢谢 
441,说 太好了 热词 系列 _ 妙 
442,一句 话 人 不要 怨天尤人 已经 发生 事情 都 改 发生 未来 只能 努力 努力 再 努力 做 开心 事 人生 真的 很 短 
443,二舅 真的 好 厉害   up 文案 写 很 好   幽默 风趣 形象 得体   真的 很加分   二舅 故事 配上 up 满分 文案   才能 诞生 优秀 视频 作品 
444,二舅 治好 精神 内耗 
445,3310 万 播放 
446,晚上 听 觉得 UP 主读 有点 想 睡觉 笑 哭 
447,想 这种 精神力 大哭 
448,声明 一下 点赞 投币 二舅 UP 主 转送 一下 
449,明明 生活 条件 好 时代     却 不及 二舅 分毫       惭愧 
450,二舅 勤奋 善良 乐观 仍 跑不掉 一生 坎坷 精神 内耗 更 严重 大哭 
451,敬 二舅   敬 平凡 却 强悍 爱心 
452,个人感觉 视频 标题 改成 二舅 更好 
453,今年 最好 视频 二舅 三观 真的 正 
454,苦难 苦难   不酷   希望 以后 看到 二舅 好 起来 
455,下次 有币 再 回来 投 
456,up 主 文笔 好好   二舅 真的 好棒   热爱生活   永不 妥协 call 
457,二舅 不是 苦难 代名词 二舅 希望 化身 
458,我本 以为 二舅 会 苦难 代名词 最后 却 看到 希望 致敬 二舅 
459,舅舅 人中 龙凤 看 哭 大哭 
460,二舅 故事 适合 拍成电影   无限 力量 
461,文案 写得 太好了 大哭 
462,苦难 生活 选择 离开 … … 不想 成为 二舅 
463,视频 收益 全给 二舅   真是 太酷 call 
464,看 之后 回味 很 久 不 知道 大家 有没有 看过 up 主 视频 父亲 最近 离世 娓娓道来 很 感人 视频 里 up 主 声音 很 记得 里面 提到 父亲 想 找 稳定 职业 视频 找 都 找 不到 有没有 看过 指 一下 路 tv _ 皱眉 
465,村里 树 先生   刚刚   小时候 喜欢 玩   都 欺负       现在 弟弟 抚养     也许 真的 开心 
466,大伯 不错 哈哈哈 
467,up 写日记 
468,出生 那一刻 
 端 碗 吃 饭 经历 事 
 结婚 都 定数 
 别太难 顺其自然 好 
 人生 剧本 早 天堂 看过 
 选择 剧本 
 是因为 一生 中有 认为 值得 地方 
469,视频 结束 眼泪 没 停下来 
470,祝 二舅 姥姥 身体健康 万事如意 
471,无数 二婶 二舅 梦寐以求 生活 
472,英语老师 刚 班上 放 
473,厉害 二舅 
474,从容应对 苦难 二舅 学习 榜样 支持 
475,UP 文案 真的 一篇 散文 读 呼兰河 传 感觉 
476,这是 b 站 投币 数量 最多 视频 脱单 doge call call 拥抱 
477,似程 似梦   几十万 播放 看 完 现在 居然 3000 多万 播放 
478,哭 停不下来 
479,B 站 第一个 看 完 迫不及待 要点 赞 投币 视频 投币 反复 确认 是不是 投了 两个 
480,拍 太好了 写 太好了 二舅 致敬 
481,知道 视频 里 二舅 自尊 自立自强 活出 平凡 却 伟大 一生 忍不住 投币 达到 投币 上限 希望 up 主能 流量 变现 支持 姥姥 二舅 养老 
482,既定 边界 里 superman 超酷 好 脱单 doge 
483,现在 好奇 up 主没 发布 二舅 之前 粉丝 之前 关注 老粉 笑 哭 
484,天才 注定 天才 生不逢时 
485,希望 up 能够 缓过 段时间 继续 更新 有意思 视频 小 电视 _ 太太 喜欢 小 电视 _ 太太 喜欢 小 电视 _ 太太 喜欢 
486,父辈 何尝 不是 二舅 
487,3 天 3000 万 播放 支持 
488,每次 住院 都 听到 类似 传奇 故事 
489,前 几天 看过 视频 今天 刷 博主 介绍 注意 视频 里面 讲述 二舅 细节 二舅 自学 算命 今年 三月 疫情 封闭 三个 月 学 算命 之前 很 相信 命中注定 真的 很 想 算一卦 面对 事情 确实 不 知道 抉择 想 二舅 想 学 算命 
490,敬 二舅   原本 以为 二舅 新 梗   没想到 看 完 视频 后 眼眶 都 有点 湿     希望 二舅 姥姥 往后 生活 顺遂 快乐 奥比 岛 _ 点赞 奥比 岛 _ 点赞 
491,致敬 二舅 出 教材 上 脱单 doge 
492,感谢 up 主 感谢 二舅 致敬 
493,二舅 故事 很 好 up 叙述 很棒 升华 苦难 人 很 坏 
494,真是 人 笑 看 笑 哭 哭 看 哭 笑 
495,天 好久没 回来 老师 已经 一百多万 
496,好家伙 三天 涨粉 150 万 
497,每次 点 进来 都 四万人 看 二舅 真的 很酷 很 魅力 
498,宝藏 up 终于 发现 
499,敬 二舅 tv _ 大哭   感情 都 里面 
500,致敬 二舅 
501,下个 学期 中学生 新 阅读 理解 做 脱单 doge 
502,敬 二舅 
503,二舅 致敬 由衷 佩服 二舅 意志力 生不逢时 仍 努力实现 价值 人 佩服 励志 
504,
505,公平 
506,世界 上 一种 英雄主义 看清 生活 真相 之后 依然 热爱生活 
507,
508,呜呜 
509,视频 昨天 看 本来 都 很 正常 公平 二字 却 迟迟 忘不掉 公平 突然 想到 爷爷 九十多岁 一次 见到 都 讲 人生 大起大落 一讲 半天 一次 一次 好像 一次 都 第一遍 听 具体内容 不 方便 说 多年 都 故事 听 看 完 视频 突然 醒悟 人生 阐述 两字 公平 不 
510,好看 
511,3.9 w 看 离谱 
512,男人 TM 酷 
513,二舅 都 解决 
514,什火 
515,下定决心 排查 万难 通向 成功 
516,想 知道 是不是 全站 最高 播放 点赞 投币 不是   再 几年 问 
517,从头到尾   不 知道 所谓 精神 内耗       只 知道 二舅 感人 事迹 
518,心心 心心 
519,片子 放 学生 看 一定 很 意义 
520,伟大 出自 平凡 
521,币 赞多 属实 nb 
522,直击 心底 文案 确实 也治好 精神 内耗 
523,感觉 看 高考 满分 作文 
524,很多 事情 需要 逻辑 现实 的确 不用 事情 超越 想象 少 一点 质疑 多一点 从容 开阔 
525,点赞 
526,人 二等 分 
527,想 外公 
528,老病 生死 之间 必要 演习 
529,光荣 在于 艰巨 艰巨 在于 漫长 
530,全国 都 看 不能 只 b 站 加油 
531,没有 话语 敬 二舅 
532,视频 拍 镜头 厉害 ?? 
533,慕名而来 留下 足迹 
 故事 讲得 真的 很 好 初看 肃然起敬 却 没有 看出 治愈 感觉 像是 看出 现实 条 锁链 栓住 一个个 普通人 缩影 没 出过 社会 学生 看 视频 不知 心里 一种 酸楚 未来 更加 悲观 迷茫 今天 二舅 还 走 人生路 希望 屏幕 面前 都 好 生活 OK 
534,谢谢 给予 力量 陌生人 
535,二舅 父亲 很 手艺 好 木匠 初中 时 痴迷 木工活 家里 穷 成绩 非常 好 放弃 学业 做 木工 养育 四个 子女 子女 成才 还 没来 及享 一天 福 缺因 脑溢血 走 完 五十多岁 人生 贫苦 平凡 坚韧 伟大 很多 父辈 人生 写照 
536,但愿 幡然 奋发 
537,厉害   精神食粮 
538,庆幸 励志 二舅 庆幸 二舅 故事 大家 看到 
539,好 
540,平凡 伟大 愿 安好 
541,公平 
542,看 完 赶紧 去 干活 努力 下场 都 适应 就行 
543,很多 人 都 好 至少 婚姻 美满 现在 很多 人 都 结不起 婚 没有 房 没有 车 
544,敬 二舅 
545,人生 海海 感觉 震撼 
546,希望 欣赏 二舅 遭受 苦难 当做 合理 存在 做 不仅仅 承受 苦难 找出 除掉 苦难 源头 社会主义 不 应该 苦难 
547,哭 看 完 委屈 
548,感觉 都 上 语文课 doge 
549,现实 中 小学 女同学 二舅 类似 开头 结局 却 天差地别 
550,人 活着 本身 活着 
551,厉害   精神食粮 
552,感谢 一份 800 字 读后感 作文 
553,此生 不悔入 种花 
554,敬 二舅 
555,出书 
556,二舅 挤占 几个 妹妹 受 教育 机会 现在 生活 优渥 人 没有 二舅 正面 反而 看不起 现在 几个 妹妹 
557,折戟 _-_ 沉沙   看看 视频 
558,无为 无不 
559,bili _ 45287148167   不 知道 一边 看 一边 哭 
560,敬 二舅 
561,走 发条 朋友圈 
562,文案 满分 作文 
563,3000w 播放 400 w 赞 500 万 币 这是 没有 大 制作 没有 热点 没有 流量 个人 视频 拿到 数据 足以 证明 观众 共鸣 
564,纪录片 味道 纪录片 
565,支持 一波 衣戈 猜想 
566,很多 二创 强行 解释 很 离谱 缓解 精神 内耗 
 关芳 二创 解读 离谱 视频 内容 强行 联系 
567,哈哈哈 评论 好多 
568,期 文案 真的 绝 看 完 真的 回味无穷 人 思考 很 久 人 热泪盈眶 会 欣然 一笑 
569,这套 家具 小时候 家里 几乎 一摸 难道 出自 二舅 之手 
570,call call call 
571,家庭 还 介于 朋友 伴侣 之间 这有 棒 
572,敬佩 二舅 想要 二伯 
573,没有 觉得 视频 问题 只 觉得 up 简单 叙述 二舅 生活 过去 现在 二舅 平凡 人 老家 农村 经常 看到 不 认识 不 知道 人生 农村 老一辈 人 中 很多 日子 过得 都 很 辛苦 很 容易 能拉来 讲述 出如 二舅 经历 up 二舅 身上 看到 坚韧 对待 生活 积极态度 更 陈述 若有 歌颂 歌颂 二舅 顽强 精神 会 有人 觉得 歌颂 苦难 视频 不 恰当 从小 读 钢铁 练成 不 苦难 中 展现 人 不屈 意志 当然 生活 中 出现 二舅 都 应该 社会 关心 思考 减少 二舅 
574,告诉 第一 快乐 人树 先生 
575,写 进 教科书 视频 
576,大舅 天才 上学 机会 留给 二舅 二舅 杭州 工作 定居 贵州 山村里 做 木匠 十里八乡 闻名 技术 无人能敌 木匠 
577,小余 园子 
578,看 完后 精神 更加 焦虑 
579,一看 尊敬 感动 二看 痛苦 折磨 三看 无奈 忍受 
580,不畏 苦暗 
581,骆驼 祥子 平行 世界 祥子 最后 释然 找到 属于 生活 方式 继续 积极向上 人 拉车 解决 精神 内耗 
582,面对 命运 不公 二舅 总有 办法 总 不 止步 头 永远 向上 遗憾 挫 成为 土壤 艰苦 排除万难 铭刻 心底 
583,精神 内耗 词要 流行起来 
584,作者 自始至终 都 歌颂 面临 苦难 精神 歌颂 苦难 没有 说     苦难 必须     字眼 只不过 这种 符合 正常 三观 视频 突然 火 人 嫉妒 便发 个别 帖子 对此 口诛笔伐 个别 努力 都 没 做 人 看到 不 成功 便 视频 成为 排 气孔 二舅 伟大 精神 值得 歌颂 苦难 罪恶 埋葬 普通人 道路 埋葬 不了 人 梦想 
585,好家伙 
586,爷爷 人生 
587,优秀 人儿 支持 支持 支持 
588,强烈 入选 入站 必刷 
589,人 最大 遗憾 遗憾 过去 遗憾 抱拳 
590,一位 仙 男 
591,二舅 好 厉害 
592,姥姥 青霉素 过敏 去世 年代 没有 皮试 现在 医疗 水平 真的 进步 好多 水稻 
593,這就 治愈 
594,神农 生早 没 尝到 可惜 可惜 无 语 
595,原来 阿Q 没 精神 内耗 
596,人人 都 受苦 无例外 
597,能把币 还给 
598,骆驼 祥子 平行 世界 祥子 最后 释然 找到 属于 生活 方式 继续 积极向上 人 拉车 解决 精神 内耗 
599,嗨 
600,庄静 自强 
601,消费 苦难 
602,特别 好奇 老师 当年 劝 二舅 二舅 为啥 不 去 去 会 不会 一段 人生 … … 
603,文案 事 新华日报 写 罢 悲 
604,万物 互联 doge 
605,已经 忘 第几次 看 这段 视频 每次 感触 不同 故人 故事 故地 故乡 一幕幕 都 脑中 闪现 浊酒 一杯 敬 二舅 
606,岁月 磨志 未 暮年 不进 棺 念 
607,敬 二舅 敬 苦难 敬 沉默 再见 
608,光头 嫡系 
609,到达 世界 最高 城 
610,光头 走 之后 妙 
611,额 
612,感觉 语速 慢 一点 效果 会 更好 略微 急促 
613,看 完后 脑海中 第一个 蹦出来 词 nb 不 知道 说 55 集 电视剧 浓缩 成 11 分钟 11 分钟 艺术 价值 很 高 不敢 评价 默默 三连 
614,哈哈哈 没想到 上 热 搜 复合 主旋律 
615,作者 太棒了 
616,文案 写 真 好 看 想 哭 
617,央视 新闻 
618,一大 波 复读机 懂哥 即将 来袭 
619,公平 
620,治好 精神 内耗 不是 二舅 知道 优秀 人 还 产生 优越感 
621,这币 二舅 
622,段 视频 我行 想起 初一 一项 历史 作业 采访 父辈 写 一篇 历史 小 论文 二舅 身上 看到 一幅 平凡人 史诗 
623,别闹 这是 悲剧 
624,敬 二舅 心心 
625,佩服 二舅 不想 二舅 
626,进京 三天 祥子治好 精神 内耗 心心 
627,噎住 说不出 话 家中 二舅 敬 一根 敬 二舅 
628,想起 二舅 二舅 信息 大部分 母亲 口中 得知 母亲 常 念叨 二舅 还 家庭 生活 不会 现在 农村 家庭 母亲 工作 二舅 带 培训 谋 二舅 会 东西 很多 很会 观察 事态 只不过 不是 视频 里 二舅 偏向 木工 手工 家 人口 中 村里 很 风光 二舅 第一次 奇怪 家里 小舅 三舅 大舅 问 母亲 时 母亲 回答 xx 年 出车祸 没 世界 不幸 苦难 远远 想象 深重 
629,3 天 播放 3000 万 恐怖 播放 量 下去 一个月 不得 三亿 播放 量 呼 
630,回 唐山 三天 啤酒瓶 治好 精神 内耗 
 回 南昌 三天 大伯 三伯 治好 精神 内耗 
631,鲁迅 回鲁镇 一周 时间 闰 土治好 精神 内耗 
632,热 
633,只 可惜 手上 一根 烟 幸好 手上 一根 烟 敬 二舅 
634,写 真 好 
635,加油 
636,新 时代 青年 更 应该 努力 二舅 不再 艰苦 活着 不要 仅仅 自我 感动 满足 精神 消费 需求 
637,回 ?? ?? 3 天 白衣 治好 精神 内耗 
638,庄劲 自强 精神 实在 太令 感动 捏 
639,敬 二舅 
640,回 唐山 三天 啤酒瓶 治好 精神 内耗 心心 
641,回村 三天 闰 土治好 精神 内耗 心心 
642,生命 总会 找到 出路 
643,二舅 真的 太棒了 ?? 希望 二舅 致敬 人 都 成为 二舅 ?? 
644,二舅 心态 真 好 
 人 都 应该 生活 
 
 出 不了 乱子 
645,二舅 说 真的 落魄 可怜 说 没有 
646,二舅 真的 太棒了 希望 二舅 致敬 人 都 成为 二舅 
647,up 写成 一篇 文章 肯定 会成 初中生 考试 阅读 理解 
648,找 课 代表 拥抱 
649,宁宁 
650,人生 纪录片 
651,太好了 太好了 
652,呜呜 呜呜 
653,害怕 
654,二舅 四个 兄妹 姥姥 确 不想 活 … … 
655,勤劳 能够 豹富 
656,说 道理 
657,笑 一堆 流媒体 都 转 喜极而泣 
658,治好 精神 内耗 是因为 看到 惨 人 
659,这辈子 只能 顾得 住 顾 不住 别人 深有同感 二舅 好点 四肢 健全 上 大学 还 兼 顾得上 父母 父母 紧巴巴 地讨 大半辈子 生活 勉强 维持 家庭 如今 母亲 已经 一身 病 干不动 父亲 还 坚持 干活 总说 不靠 养老 知道 必须 保障 看着 别人 成家立业 养儿 生女 一度 十分 羡慕 一度 深夜里 歇斯底里 疯狂 悔恨 曾经 走过 路 犯过 错 如今 而立 有余 倒 淡然 很 庆幸 还 顾得 亦步亦趋 后面 看着 慢慢 前行 身影 身边 变换 如梭 冷暖 四季 日新月异 白川 青峦 始终 唯一 遮风挡雨 人 庆幸 还 顾得 人生 由此 意义 娶妻生子   安享 人伦 事 认为 一部分 人 来说 真的 奢望 包括 孤独 不 可怕 怕 沉沦 孤独 困苦 不 可怕 怕 内心深处 枷锁 从今往后 笑 看 世事 变幻 笑 看 无常 人生 笑 回首 父母 永别 笑 饮下 道路 尽头 朝露 或许 一种 很 意义 人生 挑战 很 庆幸 还 顾得 很 庆幸 还 顾得 父母 
660,二舅 真的 太棒了 希望 二舅 致敬 人 都 成为 二舅 
661,日益 碎片 化 时代 日益 碎片 化 b 站 还 看到 这种 超凡脱俗 佳作 
662,Ishtar 温温 
663,6.2 万 评论 一点 不 加 
664,视频 其实 反应 很多 问题 up 避而不谈 
 谈 号 没 还 恰饭 
665,二舅 很棒 up 主写 很 好 
666,歌颂 苦难 难到 应该 受到 苦难 之后 沉默 
667,二 韭 
668,阿Q 
669,up 故事 中 二舅 圣人 非常 敬佩 很少 有人 那种 毅力 那种 天赋 那种 心性 以后 孩子 遇到 这种 困难 我肯 学习 更会 医生 受到 惩罚 会 别人 知道 受到 不公 不会 人受 这种 苦难 没有 二舅 天才 优点 有果 不是 二舅 医生 相信 会 一辈子 去 赎罪 去 拯救 误伤 一辈子 少年 
670,爆款 视频 砸 落 人间 
671,干 
672,敬 二舅 
673,想 哭 
674,活着 
675,公平 
676,世间 皆 苦 
677,一帮 中 二 青年 企图 二舅 人生 轨迹 里 找到 一点 安慰 其实 普通人 生活态度 或者说 人生 方向 父母 脚步 走 父辈 赛道 里 跑 大 概率 不会 出现 太大 偏差 
678,二舅 早该 退休 年纪 视频 收益 转给 安心 养老 可好 
679,视频 品尝 出 人铭 苦难 无奈 人 视频 里 品尝 出 骑 头上 美妙 事 ?? 
680,歌颂 苦难 目的 更 人 接受 苦难 
681,人 一生 意义 充实 没有 上 很多 学 却是 天才 仍然 日子 很 意义 人 活着 真正 意义 不是 物质 愉悦 精神 充实 人 死 时 回忆 一生 无愧于 任何人 没有 悔恨 别人 尊敬 
682,苦难 没有 意义 
683,大哭 大哭 不 知道 明明 很 平淡 叙述 看着 看着 哭 二舅 坚强 乐观 一点点 泛滥 同情心 二舅 根本 不 需要 二舅 生活 努力 过到 最好 生活 遗憾 开心 也许 中国 二舅 还 很多 苦难 酿成 酒 生活 过成 诗 致敬 二舅 
